num_requests	num_servers	request_per_server	distribution	throughput	standard_error	confidence_interval
21000	10	2100	normal	465030.0605396063	0.34394984605119316	(0.8599087590270779, 1.140091240972922)
21000	10	2100	lognormal	467220.35393410217	0.02441515458158373	(0.9900556742701065, 1.0099443257298935)
22000	10	2200	uniform	466745.0911570136	0.045613811885335157	(0.9814214322643687, 1.0185785677356312)
22000	10	2200	normal	462986.7163639414	0.4501883444232485	(0.8166376738764078, 1.1833623261235922)
22000	10	2200	lognormal	466339.3995680976	0.02590350817046199	(0.9894494658252816, 1.0105505341747185)
23000	10	2300	uniform	470701.7430331128	0.045292579628192754	(0.9815522706004235, 1.0184477293995766)
23000	10	2300	normal	469946.1566342391	0.3526545834077415	(0.8563633076404222, 1.1436366923595778)
23000	10	2300	lognormal	471487.9452319603	0.027452657306619825	(0.9888184952712079, 1.0111815047287922)
24000	10	2400	uniform	474190.36194258794	0.033001473031097	(0.9865584550656473, 1.0134415449343528)
24000	10	2400	normal	472745.46554860525	0.4298955380218677	(0.8249029615752708, 1.1750970384247292)
24000	10	2400	lognormal	473710.2552408095	0.037646934359475616	(0.9846663523365552, 1.015333647663445)
25000	10	2500	uniform	479759.11640192027	0.03479448232119569	(0.9858281599385824, 1.0141718400614175)
25000	10	2500	normal	470681.7780369415	0.4560202802507801	(0.8142623184670854, 1.1857376815329146)
25000	10	2500	lognormal	470288.71118037106	0.03443254274665171	(0.9859755784204838, 1.0140244215795162)
26000	10	2600	uniform	486267.0971277568	0.045383637538357564	(0.9815151825895352, 1.0184848174104648)
26000	10	2600	normal	481097.93951303634	0.49354325122364134	(0.7989791612599249, 1.2010208387400751)
26000	10	2600	lognormal	480201.81478608615	0.022443222247530977	(0.9908588449967797, 1.0091411550032203)
27000	10	2700	uniform	473650.3902265224	0.038765589368242766	(0.9842107226271718, 1.015789277372828)
27000	10	2700	normal	482410.9484129564	0.493713706103005	(0.7989097347552931, 1.2010902652447069)
27000	10	2700	lognormal	477111.1408137339	0.029928584407035594	(0.9878100467894368, 1.0121899532105632)
28000	10	2800	uniform	478054.800480329	0.019801308965184426	(0.991934899876629, 1.0080651001233711)
28000	10	2800	normal	476740.3978609748	0.5517734395305999	(0.7752619262163174, 1.2247380737836826)
28000	10	2800	lognormal	479162.19448618474	0.032931205348639817	(0.986587075188461, 1.013412924811539)
